"","mz","rt","pos-Exp1-Blatt_K-1_1-B,1_01_8080","pos-Exp1-Blatt_K-2_1-B,2_01_8082","pos-Exp1-Blatt_K-3_1-B,3_01_8084","pos-Exp1-Blatt_K-4_1-B,4_01_8086","pos-Exp1-Blatt_K-5_1-B,5_01_8088","pos-Exp2-Blatt_K-1_1-D,1_01_8091","pos-Exp2-Blatt_K-2_1-D,2_01_8093","pos-Exp2-Blatt_K-3_1-D,3_01_8095","pos-Exp1-Blatt_P-1_1-C,1_01_8081","pos-Exp1-Blatt_P-2_1-C,2_01_8083","pos-Exp1-Blatt_P-3_1-C,3_01_8085","pos-Exp1-Blatt_P-4_1-C,4_01_8087","pos-Exp1-Blatt_P-5_1-C,5_01_8089","pos-Exp2-Blatt_P-1_1-E,1_01_8092","pos-Exp2-Blatt_P-2_1-E,2_01_8094","pos-Exp2-Blatt_P-3_1-E,3_01_8096","pos-Exp2-Blatt_P-4_1-E,4_01_8099","pos-Exp2-Blatt_P-5_1-E,5_01_8100"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M261.9874T262.5","261.9874","262.520834","483.7712","371.3361","546.379","309.2472","363.624","281.2546","328.19294","373.9656","966.4392","712.5696","828.10157","768.2808","1125.14848","556.52178","768.78529","536.536","1093.29269","1172.2704"
"M262.0371T168.3","262.0371","168.317653","2475.6456","1395.887","1389.7776","1159.775","1150.92","1397.9919","1171.02375","1653.0513","3397.914","5031.022","1977.29626","2013.44059","2849.6112","2234.56567","3201.0012","3262.0262","3299.21763","4558.5931"
"M262.0768T59.4","262.0768","59.411562","2262.0909","1480.1073","1185.1624","1664.0455","891.91773","1716.473","1960.17239","1009.4067","706.8189","2391.341","2246.86335","1890.49867","2546.09078","1223.3112","1357.66254","1029.1233","797.60686","1005.63315"
"M262.5471T210.4","262.5471","210.441126","2711.8344","2357.9975","1548.7582","1922.7188","1770.10167","1938.0165","1671.85878","1116.2914","2211.893","1838.338","735.40133","1503.05931","1784.75564","1734.88936","1746.75842","1771.5725","2296.24425","2533.12503"
"M262.5699T289.8","262.5699","289.82063","2157.5676","2431.8176","927.408","1229.5371","1503.47196","1207.1247","1848.95577","1613.5421","1503.607","1051.791","1102.85444","1436.4063","1237.74629","1717.42555","921.29048","1369.6519","1664.3304","912.47059"
"M262.5569T161.6","262.5569","161.64962","1318.4659","970.9278","670.8696","615.5842","814.10112","1322.273","1328.721","1683.7585","978.4488","978.7824","786.18642","1094.69618","1076.1936","819.58819","1427.364","1633.2274","1774.12827","1590.19756"
"M263.0169T28.1","263.0169","28.10701","18033.9983","18057.5893","16335.6145","19135.7877","15486.83042","18017.2949","12799.701","20796.4447","63759.14","24305.5","85372.11334","78172.91489","83223.71211","57519.39099","45923.86858","69013.5941","51396.624","75274.57923"
"M263.1232T579.5","263.1232","579.467356","10124.76","7870.1482","6260.1409","4499.552","6256.0638","6980.6253","7836.64071","11034.5213","16091.61","20990.9","12046.84264","10521.72931","12279.1488","8158.3819","12185.0736","10877.4762","12551.539","10063.54752"
"M263.6248T579.5","263.6248","579.473547","2960.2643","2220.3188","1694.138","1508.9962","1723.044","1547.6343","2246.97968","2369.4746","4959.291","5740.922","3491.4576","2688.4824","3580.02323","2190.4068","3435.97451","2906.9766","2908.15566","2632.33829"
"M265.0147T20.9","265.0147","20.911654","1977.8685","2004.8512","2538.602","2217.2072","1652.50489","1725.0456","1620.24377","1706.705","2396.818","2705.364","2883.77945","2467.28893","2728.30408","1888.72615","1826.69464","1784.956","2171.49252","2220.85385"
"M265.1114T26.9","265.1114","26.893828","21219.8229","16726.851","26448.4474","21382.4256","20606.3087","22306.8312","18175.65517","18630.9822","27429.97","27542.3","31101.46012","25822.20874","27010.11088","22101.42589","22623.51995","23465.8713","26077.45897","25016.47887"
"M265.1275T184.6","265.1275","184.592457","1897.264","1243.501","1111.3644","1112.2224","1489.54752","1251.45","1011.67881","1159.3469","1397.96","1218.803","908.60966","1331.07832","1253.1186","1032.17276","566.72269","1035.1608","964.32075","826.6608"
"M265.1798T530.6","265.1798","530.577477","1029.9098","686.5488","550.1064","870.8213","343.00933","431.549","340.99495","449.0623","1587.528","2416.112","1266.27473","1958.77337","1622.21687","736.2552","1039.8312","1182.7538","1063.60375","1265.0112"
"M266.1722T433.4","266.1722","433.420265","953.2729","783.3297","1275.4484","883.7064","1299.64165","911.5263","1053.5265","859.9191","748.1425","926.2112","1242.241","784.16536","885.3744","607.9705","1133.9064","511.0095","710.37633","994.89016"
"M267.0121T21.1","267.0121","21.099357","879.6753","1143.6579","1220.1716","809.8675","726.30435","984.8536","965.997","882.0979","582.0133","976.671","807.796","783.44542","818.2145","534.01889","831.57131","563.7357","736.48576","799.73"
"M267.5451T339","267.5451","339.040664","1240.5096","1510.5408","1296.7032","906.7988","1301.70797","1363.9455","1908.4065","983.217","1902.09","1121.995","1271.47527","1231.47579","1505.01353","1979.5824","2315.5176","1801.9702","1821.40283","1658.47275"
"M267.5537T190.7","267.5537","190.651011","981.3671","950.4264","360.6216","630.9997","586.41857","800.1549","590.8056","494.442","2274.151","2298.991","1903.5216","1969.41309","1555.11","1266.77293","1893.08957","1341.6154","2241.456","2022.30857"
"M268.0716T437","268.0716","437.028352","2584.9116","3173.2588","1775.4192","2578.728","1916.69074","1539.3782","1633.14908","1839.0394","2091.332","2256.523","1231.3176","1598.86122","927.0744","1087.6175","1490.97013","1841.1533","1538.04334","1192.86031"
"M268.1038T42.9","268.1038","42.879312","35325.2899","22034.0901","15314.4464","25417.5543","18810.53557","31890.0548","24011.84341","37036.143","40478.98","44423.52","29777.70046","26844.16422","29399.73373","53455.35509","31555.37619","32361.2103","37181.16","43061.55577"
"M269.1054T42.9","269.1054","42.919231","3153.15","2541.9489","2185.9541","3446.4216","2661.23286","3036.1326","1796.09136","4615.611","5590.176","6117.789","3593.24415","2865.51946","3578.83709","6292.2906","3710.35964","2620.3331","5067.88671","6501.91862"
"M269.566T230.8","269.566","230.816846","3215.5571","3193.0836","1962.0818","2501.3328","2215.104","2142.3792","3105.30078","2715.1704","3177.417","3006.206","2016.03769","2265.18425","2567.13807","2699.79814","2992.392","3266.1698","3123.8304","2115.04697"
"M269.5659T289.8","269.5659","289.841264","16468.5978","17460.2304","11710.3608","9844.2434","13466.0976","9101.967","13749.63408","13688.892","11650.06","9217.772","8553.6333","10291.73411","8217.27215","10195.88306","9702.78679","8406.9264","10708.2264","10917.995"
"M269.6036T245.5","269.6036","245.470984","556.8311","461.2858","1217.7553","721.6531","534.47779","632.172","827.89664","649.9641","316.98","383.6763","450.31737","772.87803","400.35789","512.79174","548.3562","319.983","608.26794","494.10837"
"M270.0422T221","270.0422","220.961089","1383.8575","1144.1397","1209.6199","1259.6976","1161.59138","1140.2628","876.94338","984.9239","1326.928","1084.431","1583.08184","1439.0525","1307.95512","1448.8248","1069.00819","1445.7777","1121.64078","1099.07604"
"M270.0676T289.9","270.0676","289.879068","3812.3334","4455.479","2683.7895","2292.0604","3477.59603","2544.1682","3657.5904","3384.7957","2441.912","2158.078","2131.0368","2765.084","1996.04098","2425.89334","1964.5704","2124.1781","3249.47271","2978.84661"
"M270.0967T37.7","270.0967","37.691747","8159.08","9268.2078","5405.3479","6454.2465","6823.52061","5082.5656","7948.52835","8043.4855","6223.735","5552.213","5896.2579","4608.28184","4431.427","6969.98041","5375.59212","5196.4052","6003.47691","7453.74027"
"M270.112T416.2","270.112","416.217517","3676.5475","1504.536","1821.456","3641.9112","1524.04602","1968.4086","614.2628","992.6617","4742.479","4632.667","5088.0029","7458.57022","4105.61918","2517.91155","5023.04294","5780.2872","3492.09026","3354.1011"
"M270.2023T26","270.2023","25.982103","2121.8827","2380.51","2103.9519","2349.1443","2305.74136","1645.2078","1834.00909","1825.7928","2203.12","2591.569","2526.13643","2521.49996","2501.74807","1440.19437","1857.74027","2206.6649","1883.20077","1184.74918"
"M270.5643T289.8","270.5643","289.792076","1143.2472","705.846","720.9096","488.3494","767.36118","562.4496","603.31569","1275.6375","475.1469","583.3076","537.20654","684.342","535.90985","925.796","663.7293","673.8412","554.37197","801"
"M271.0491T229.6","271.0491","229.596037","971.602","965.2626","1023.4848","1431.0555","1150.81633","1365.5612","1482.481","1293.8301","2243.136","2397.489","2474.6448","1454.15565","2211.6828","1450.32975","1532.47533","1632.1267","1743.89226","1431.64924"
"M271.2739T930","271.2739","929.9996","2856.7398","2323.8576","2459.6151","2453.6395","2771.84667","2145.9909","2678.54245","2476.2973","2563.708","2559.408","1996.596","2928.67875","2501.3205","2342.74345","2121.62439","2325.4907","4677.78311","3648.8712"
"M272.0539T483.4","272.0539","483.377517","3627.3155","3455.5552","3923.4159","2630.3395","2824.81654","3443.9147","2871.2952","3899.5345","5098.027","5611.486","5998.65933","4844.15303","4469.85","5007.33547","4833.83017","5729.58","5579.42013","6157.40282"
"M273.0808T311.5","273.0808","311.546524","3287.2944","4003.2264","3335.4764","4037.5429","3015.744","3289.5235","2117.82414","3988.3278","3183.197","3423.313","1994.72727","2535.48563","2117.6928","1129.69998","2650.317","3891.003","2780.2224","1898.12347"
"M273.1307T232.3","273.1307","232.308659","983.6609","1027.0055","582.904","773.4173","590.08786","621.7097","550.05929","561.1657","4709.132","9446.4","8261.2704","1139.81357","8113.91687","1946.53944","2722.8642","4267.0498","3354.6816","7019.6112"
"M273.1665T340.1","273.1665","340.083963","2541.0381","2609.6977","2132.3712","2122.0594","2124.45567","2098.506","1892.30959","1991.4214","2068.518","2257.51","2449.80838","2566.3848","1884.81829","1939.2168","2242.6537","2231.2854","2565.59373","2188.0824"
"M273.253T431.2","273.253","431.185215","3094.14","2387.4164","1798.9507","1741.16","1854.65795","1862.36","1735.5229","1907.0959","1948.541","2171.565","18478.48788","10397.69682","20547.56854","1900.1856","1452.23762","1508.4261","1971.78785","1900.37058"
"M273.9601T20.8","273.9601","20.766318","860.1029","728.916","1115.0688","777.8314","973.4865","899.7192","795.19115","914.064","959.9051","1134.78","1062.87709","931.02858","800.55","866.0256","717.9072","766.9771","1212.59873","662.93438"
"M275.0915T325.1","275.0915","325.066343","39941.928","38840.3808","39667.2397","39498.0725","39140.01164","40226.4888","40520.758","40882.952","38987.77","39007.24","39079.67817","38864.55295","39166.17255","39331.0574","39059.4805","37849.2123","39512.7709","39258.42833"
"M275.1096T50.8","275.1096","50.824137","27252.2753","19504.2216","18709.1355","18711.1068","18920.6096","25513.1446","27049.97298","20621.7587","41161.71","49003.89","34504.51153","54026.06573","34490.34205","32714.48055","31463.1504","31615.7403","43010.0304","42468.45724"
"M275.0889T160.3","275.0889","160.323463","1623.5061","1601.5223","1222.3572","1203.202","876.77589","687.216","564.83097","261.4379","868.3608","946.4232","854.3496","398.70321","518.9035","581.4648","460.25504","609.967","453.31144","596.87749"
"M275.1388T376.8","275.1388","376.758897","108279.0377","108738.7382","105493.4058","104482.029","106351.91233","101265.6114","104517.72672","103792.6228","107100","106682.4","105345.10297","104623.24956","106170.53988","103200.74036","102575.11054","104081.3922","108086.87084","109225.644"
"M275.1999T543.3","275.1999","543.302384","1185.7266","943.5905","868.2451","821.9524","431.62987","371.6722","969.25806","633.84","3440.113","3674.327","1024.8192","2020.76706","2137.20806","955.0968","1543.2066","1476.8472","1365.0912","1141.16007"
"M275.8462T27.2","275.8462","27.223027","6819.3264","6053.0837","6908.9207","5692.5765","5922.44143","6672.3057","5753.32351","5942.6827","3660.74","2781.859","4135.92065","5129.61299","3316.18966","4633.37878","4824.03387","3634.9574","5673.78775","3030.17963"
"M276.0051T37.6","276.0051","37.556352","768.8097","708.9294","693.4126","761.8195","731.11985","596.036","608.84527","687.2642","1726.058","2219.059","1597.92962","1704.95358","1426.73891","1336.35918","885.708","1840.5476","1407.406","1822.39896"
"M276.0944T325","276.0944","325.027879","6549.0785","6576.3014","6831.8619","6505.7327","6703.52713","6874.4952","6491.46164","6685.9166","7009.754","6476.832","5243.6434","6262.13088","6046.89653","6603.97748","6628.39054","6759.0696","7184.561","6682.8879"
"M276.1418T376.8","276.1418","376.758897","18980.2338","19008.7094","17957.979","17838.113","18231.33465","17727.9547","18380.44485","18093.2046","19456.01","18555.83","18231.939","18260.33435","18482.43096","18303.66838","17609.0153","18060.7704","18270.30588","18630.9545"
"M277.06T37.6","277.06","37.634096","6638.651","4806.112","4556.6424","4647.065","3482.3497","5409.0495","6418.50898","5680.7936","4670.831","4564.161","820.92928","6583.87115","1755.27725","4611.99744","5612.27333","4219.4531","6150.81133","4641.66"
"M277.1439T376.8","277.1439","376.79313","1525.5528","2222.5652","1925.2567","1965.7187","2277.73869","1852.3132","1871.64317","1663.8905","2257.634","2309.649","1832.28811","1779.0888","2144.8629","2044.15869","2174.20675","2048.9008","2291.57688","1664.15432"
"M277.1394T652.3","277.1394","652.298084","2015.674","1652.73","1272.9695","1089.0262","913.79","1061.5305","1145.09625","1812.3151","4496.928","7232.977","2468.35878","1814.85171","2111.97","1484.742","2988.64622","2535.6936","2534.39308","2007.50625"
"M277.1656T208","277.1656","208.009461","12496.484","9385.7024","6313.38","6153.7131","5946.2003","6378.2808","8409.61102","4797.0098","38499.34","27216.53","19328.87733","19538.6184","15619.56522","16730.6265","17393.54686","23647.1431","12049.62923","11563.71704"
"M277.1657T177.4","277.1657","177.385769","69007.8288","51165.8409","37083.0794","37582.5403","34041.07538","38216.2402","48745.36333","28987.5083","141726.1","108806.6","80624.11034","75084.32314","65244.19655","69708.69522","78786.22227","97885.9417","52936.17162","56924.35258"
"M278.1685T177.3","278.1685","177.324262","11362.7496","8298.5969","6548.7444","6283.8859","5231.22432","6268.875","8086.30024","4795.5827","23228.91","18042.21","13312.78721","12410.82704","10242.8451","11376.18416","12363.80887","16121.6996","9070.90294","9753.19834"
"M278.1682T208.1","278.1682","208.062635","2226.9136","1321.2314","1027.1124","1145.4548","925.38971","1101.0686","1044.37667","536.7164","5967.899","4404.986","3085.8755","3071.03905","2709.75568","2542.6992","2723.84468","3958.8759","1993.26777","1942.37798"
"M278.571T270.8","278.571","270.753209","940.2775","1533.5592","1092.54","541.9056","911.57733","821.6568","1191.0591","1313.4805","943.8665","995.5903","985.34227","942.50921","924.24695","865.9548","868.74175","819.8395","1213.08498","831.16367"
"M279.0821T164.5","279.0821","164.500771","2430.9316","1952.2799","1087.1209","1310.7579","547.66173","975.5261","1920.2016","1032.9288","1467.638","1208.85","855.8379","725.85143","478.58005","989.235","1096.8768","1008.0775","1107.2184","903.3888"
"M279.1337T377.2","279.1337","377.213667","1896.6581","1977.0926","2239.4734","1724.2929","1943.52391","1918.3368","1748.064","1819.8812","2209.433","1366.092","1812.64655","2070.21208","1352.351","1545.351","1668.667","1635.8761","1766.51128","1543.67002"
"M279.1551T483","279.1551","483.019091","437.6395","317.9509","536.7624","403.3606","394.61144","494.0616","439.98542","538.8385","552.0177","680.4216","842.09548","635.8416","640.10644","761.53671","891.94613","728.2488","1493.46216","1366.2119"
"M279.231T827.6","279.231","827.613773","5657.959","2575.4201","305.1525","1513.8768","964.7712","1047.7938","1576.26","1899.852","8977.617","13084.46","3874.16769","2182.83923","1025.76505","2178.38625","4953.92914","4074.7802","2503.3344","879.786"
"M280.8204T23.5","280.8204","23.525547","289.788","409.2851","322.2866","577.7507","311.02704","290.145","363.58663","300.0066","1312.533","1484.979","1272.37857","738.86704","1361.33884","1041.63086","987.827","1056.5359","1040.11457","1270.55181"
"M281.0482T22.4","281.0482","22.400784","644.6603","842.574","863.0232","416.8781","775.68103","813.5877","969.02085","714.1642","667.657","542.8217","535.50686","406.61661","617.77958","676.34307","479.54332","600.0624","765.70452","604.29973"
"M281.0866T276.7","281.0866","276.658452","4264.0752","2418.0823","2018.2368","2353.3984","2334.0405","1808.4946","2207.40295","1580.6422","7343.398","4799.837","4763.43548","3806.9713","3938.148","3522.4824","4144.4475","4608.6307","2710.34693","3841.0704"
"M281.172T715.6","281.172","715.576804","3491.8382","2856.765","2565.312","2835.1652","2995.11193","2465.899","2923.42345","2857.9847","3063.449","3678.362","3012.32772","2894.01814","3784.692","2299.5048","3273.9504","3045.8075","2743.21157","2413.26115"
"M281.5946T453.9","281.5946","453.886976","3053.3233","5109.4176","4323.6527","4433.181","3800.1467","1552.2408","1777.13018","2257.7331","2838.834","3814.239","2544.27187","2490.79659","2226.1128","954.096","2090.0243","2851.6109","1525.7723","1193.5965"
"M282.1539T53.6","282.1539","53.593745","5199.2298","4791.0242","3108.3697","2517.1142","3477.13355","4140.3979","4573.15364","3299.0606","1302.875","2154.233","1899.96983","2850.35163","1741.79469","636.636","1148.05329","1542.867","1429.99329","917.23154"
"M282.8167T23.6","282.8167","23.564207","133.1303","205.1025","251.2535","247.457","160.49527","238.119","228.781","190.1919","929.8872","1034.295","753.17","661.57342","886.09622","661.5288","690.1652","754.7196","651.53856","692.19771"
"M282.9111T24.5","282.9111","24.513954","737.8454","858.8795","627.6752","579.0724","584.53409","427.6239","795.19115","394.0267","1010.59","1011.361","847.725","530.71669","864.7655","1173.05267","1170.25501","1037.0558","1275.43962","1140.15691"
"M283.0606T266.8","283.0606","266.795883","3267.6049","1109.7965","628.3948","998.9041","1077.30836","241.3374","427.6752","863.745","1798.746","1623.451","2741.93423","943.20028","1842.74895","1127.00747","2105.02653","2556.6701","2108.826","1308.24165"
"M285.0759T532.6","285.0759","532.638648","54170.9449","54099.1056","51700.531","51915.3828","51053.36271","53459.1641","46422.06621","53613.1774","62520.31","67806.54","57665.60024","51928.39397","50792.19439","50251.858","56322.84569","56319.6342","58023.97759","51380.28834"
