"","mz","rt","POS_SF.100109.114720","POS_SF.100109.121711","POS_SF.100109.124896","POS_SF.100109.124904","POS_SF.100109.130034","POS_SF.100109.169058","POS_SF.100109.199550","POS_SF.100109.227718","POS_SF.100109.231142","POS_SF.100109.239012","POS_SF.100109.244079","POS_SF.100109.255622","POS_SF.100109.259700","POS_SF.120831.00062","POS_SF.100109.142930","POS_SF.100109.146730","POS_SF.100109.199546","POS_SF.100109.225118","POS_SF.100109.252159","POS_SF.110121.00073","POS_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M143.0005T136.8","143.0005362","136.79800002","1596.70246","2210.103591","2154.493536","2127.809293","1861.052521","2754.019253","1273.392929","3651.90844","1800.171607","2182.2681","2280.006077","2572.35693","2039.371872","1396.514854","1537.152055","2291.358722","1685.527993","2482.51066","3067.672924","5260.738078","2271.092697"
"M161.0915T92","161.0914576","91.992","5781.492598","3894.083537","2996.550729","2580.585034","3903.614808","7850.085903","2712.702792","4002.183985","1024.11259","2631.442974","1991.667221","4379.199156","3617.434244","3374.209369","3170.028488","2272.067624","2653.71702","2815.460532","3385.219045","4787.868813","6348.643923"
"M350.0857T182.8","350.0857174","182.79","239.2537133","338.7536801","199.1721716","2439.00874","182.1976407","18474.35467","372.6135047","1619.034539","723.7739653","681.5165034","1682.309865","3939.232941","1368.111489","909.4476263","825.2718175","577.3696143","815.2702319","1238.397914","1154.033937","1237.808341","1071.34566"
"M282.629T899.1","282.6289622","899.0749998","2311.428998","2219.406687","2696.519616","1203.016882","1590.62916","2270.394559","1203.455993","7686.641634","2424.88407","3144.512572","1426.625924","2046.127949","1714.263976","2428.633793","1280.433256","1621.377459","2268.668383","2651.26768","1555.600756","2140.998307","2107.687794"
"M475.5968T260.2","475.5968235","260.229","1371.855449","2285.075628","1395.337735","1521.159833","1929.233618","2187.65424","2078.291308","2082.177331","2342.188999","3020.108618","2709.73365","3033.853846","2649.258264","4107.137134","5040.199044","2694.50073","3537.83667","2864.192793","378.9448762","1974.202165","3007.52387"
"M472.757T269.5","472.7570322","269.53000002","6177.769577","8535.176243","6228.81065","11915.16509","7662.221808","6046.67852","8158.794878","5176.332068","5398.024636","8218.870713","14156.51399","15925.94909","12637.85199","29320.9993","5211.460298","19553.54961","12003.37953","11218.4933","4246.573974","57809.47174","19022.84134"
"M396.9901T252.1","396.9900849","252.11299998","2813.140793","776.4379289","4806.9394","77.62673075","3524.558181","542.4005822","954.3480326","47.95755861","889.3847948","744.8799976","179.1388647","597.2113965","209.6321599","1561.179491","2882.962217","1796.935977","755.4101754","171.3734029","0","220.2613996","561.8504035"
"M442.7715T275.6","442.7714621","275.61700002","6286.858883","4385.694474","6185.333997","3712.144084","7279.898726","4226.951455","3790.309758","3082.801061","2883.809116","3886.105558","2673.56471","3285.909756","1746.142777","4453.589319","9542.372808","8426.895582","4539.947947","3440.691181","666.562384","2247.466944","5457.923915"
"M472.3393T822.5","472.3392708","822.4789998","2006.695555","7668.462821","6012.102428","8339.006868","3724.483332","1982.026107","4013.92377","14039.29251","2550.929703","3398.238184","3853.484848","12820.34923","4139.638492","31666.62309","1696.117166","3181.244623","2449.504052","8512.059244","4842.299565","5088.510097","6820.664968"
"M339.6849T204.1","339.6849177","204.09199998","1704.483764","2331.739655","2281.672193","1633.419463","1695.271193","1783.897495","1451.584792","736.2658691","1522.221126","1407.316008","1448.333309","1689.301518","1031.611436","2116.612665","3056.265643","1996.221714","1576.065686","1090.235848","297.6583664","611.4942633","1839.34986"
"M303.6452T899.1","303.6451547","899.0749998","2133.263914","2346.620069","4363.011489","1621.948051","1676.914391","2209.907804","1154.376151","8353.674272","3026.257435","2951.72375","1876.239788","3182.445942","1886.256867","2783.430178","1131.41178","1909.551673","2217.11101","4700.008508","2582.885414","2211.326851","3816.814103"
"M110.0343T62.4","110.0342531","62.40199998","589.8679684","551.8847111","322.9141466","233.4593592","375.3082305","394.0368956","451.6357666","471.8779072","1323.96774","919.1976993","753.3924842","479.4172619","752.9908544","137.9388857","953.119755","129.7403436","1128.784135","1829.981446","269.3840183","1471.335866","1100.323795"
"M215.6173T64.4","215.6173309","64.431","1352.306856","598.9474684","1035.132234","853.0836933","930.2145093","1604.151387","875.034772","8.004742443","217.7188669","892.9691331","410.0428176","1804.223678","130.4403999","421.3920692","593.0401349","1838.091497","743.5202265","217.4302501","0","3189.001422","1463.649303"
"M229.1536T98.1","229.1536309","98.07799998","26135.3445","14770.19629","28730.56671","15109.24942","24471.45102","18669.74848","18068.81627","27825.51519","20435.64846","22307.79695","13205.98383","16844.41439","28321.73017","14126.61073","19595.26771","16690.02989","19664.88862","23528.02187","27510.5725","25914.88802","27601.30687"
"M254.2478T751.1","254.2478011","751.1050002","5402.159587","12726.30986","3917.678888","26854.67434","10235.32514","9321.520106","13376.06538","12235.07992","14407.09884","10660.54908","8660.759328","16980.3392","7738.506905","9267.317898","74.45785537","51550.59643","9670.169011","12542.57909","2077.158568","3508.414609","10403.87477"
"M455.561T269.5","455.5610249","269.53000002","586.0892614","721.4779044","574.6326181","675.6685019","1461.525561","859.7550908","798.9773959","64.42533411","1548.613815","545.7641259","250.5159894","1058.710571","295.2055506","990.9432734","6396.916194","673.1546571","161.1922233","278.7428508","227.1383248","286.6638593","224.1471915"
"M192.0318T54.1","192.0318354","54.11500002","930.447807","1261.045959","3015.933885","1318.452145","2752.584448","2012.106124","2255.895944","4728.572513","2046.771057","2442.200555","2602.343762","2460.365813","2195.776837","1039.844918","4021.588223","3198.793511","1173.332906","3560.442627","4957.360891","1587.990733","2059.211473"
"M401.5487T204.1","401.5487259","204.09199998","934.2920174","874.5732586","829.1746341","1661.729558","1098.199484","967.1826961","894.4499944","445.0068295","1639.316108","3225.525764","1972.581447","1573.466108","323.6014874","2054.039848","2498.525971","1969.264749","926.1820514","412.6360562","0","389.162105","1360.563857"
"M58.0653T295.9","58.06527642","295.905","533.7374696","1098.557786","183.5230273","1297.276326","769.9621949","358.8941706","680.7309117","834.2091727","562.4269977","300.0988735","1454.163593","544.4109142","1088.244541","277.9796935","165.1422989","689.4315885","453.1545932","356.7728","585.1146231","500.0704041","299.6920898"
"M230.1368T171.5","230.1367982","171.459","1100.694555","1256.178118","1569.184446","1476.799463","1585.585861","2252.13431","1341.714216","863.7562737","1061.690188","1098.19957","1366.953235","981.355395","1372.094193","1372.500671","1080.825767","2046.536111","951.7844378","1035.911995","1269.981045","3285.050416","912.6736933"
"M467.7272T208.2","467.727205","208.15000002","1387.043503","1671.673516","1127.762114","1324.567535","2178.283793","1196.594646","1548.09203","373.6346789","1608.471336","837.9214915","1236.758337","1469.818585","1036.905917","1694.100993","5334.277446","1151.765492","875.751229","921.6564474","77.45832108","466.9809321","890.8793611"
"M103.0383T38.9","103.0382875","38.89900002","2214.622291","4132.016269","3533.955595","1841.872342","3011.145079","1829.725449","2805.599438","2393.027317","1906.70746","2103.748779","2414.126812","1599.349696","2536.025889","6700.552834","2557.733833","1681.907002","2540.890023","5320.607211","4754.872033","5246.80762","3392.731409"
"M159.0649T143.9","159.0648964","143.898","5043.534086","7747.285524","4604.778755","4623.302917","6336.757862","4393.147765","5943.138771","5291.592479","2905.030851","4934.137359","2256.381677","3328.937289","3022.02224","9907.10566","1537.724691","2678.15853","5330.930832","37700.08599","7246.968384","5093.312188","33156.58655"
"M371.523T277.6","371.5230333","277.64599998","350.9618227","462.9477337","208.3844322","999.7834126","494.9475569","360.6942849","560.5919954","216.8786608","846.9360056","731.9167174","979.1698791","1266.619815","373.8514985","2059.24023","1106.190304","2163.272202","1106.338924","999.0132743","118.5991748","289.9645584","1828.469418"
"M427.2234T215.4","427.223403","215.42299998","11270.19574","3967.352691","6652.890185","4503.346131","6470.832028","6981.662298","3837.699768","1176.482584","2008.075667","10405.98506","4423.454307","10699.72133","2562.806347","11144.49892","4866.239745","5916.919523","2709.580037","1804.12985","1250.13056","7943.179318","3742.126518"
"M357.7244T173.5","357.7243675","173.48800002","910.6256203","1062.66028","801.1196082","999.6688646","1343.321548","1014.411398","1166.196995","680.5924542","2017.93878","1010.693385","1780.176671","1121.544619","888.6191531","1955.599529","1868.143155","1643.519228","1262.923279","765.3742086","0","342.7562765","1348.701494"
"M244.2631T738.8","244.2631433","738.7600002","934.0741894","1239.884122","1452.319226","1137.287933","1084.801491","1106.514372","1063.997709","3077.19528","1672.864003","1234.335817","1065.767504","956.0014165","1240.812025","1250.388319","834.0126122","1503.499097","2412.876635","2458.151819","2117.56548","651.1620767","1920.721029"
"M207.1093T259.2","207.1093213","259.21399998","5362.475095","5327.69769","4106.508106","3288.129373","2252.999044","6218.825256","2372.873066","6703.584774","4006.631681","2916.481215","3193.863499","3021.148489","4922.701898","2704.995421","2723.723706","2986.829123","3297.35278","3878.204211","4593.442106","4886.008683","6109.05607"
"M375.0104T75.6","375.010444","75.58900002","5169.600467","4966.521301","4383.78404","2101.532194","1814.031771","6022.262465","2408.231851","3010.948803","4244.104317","3479.69508","916.9470943","2503.605218","1652.597572","4010.130676","3488.859255","2531.015638","1912.536165","3683.125966","2961.942757","3796.44004","2721.370508"
"M403.5457T168.4","403.5456744","168.41599998","1429.219153","1432.201729","1914.621293","3295.802454","1790.629863","1556.72258","2070.095734","508.7611572","4027.221426","3171.549638","1893.168539","4275.221855","1088.222311","5678.736061","2625.180907","4537.894831","1716.847884","1063.350921","25.66786896","917.5708667","1957.306093"
"M204.2406T65.4","204.2405688","65.445","7104.922778","14234.78894","5655.641994","9475.669205","10105.9359","9069.345193","9727.708371","9953.504214","2960.867617","9496.098704","5227.417459","6587.94264","9050.326081","17363.28524","1129.479622","4766.571105","4374.692777","9942.416946","6371.169842","12899.34219","9554.027595"
"M162.112T38.9","162.1120345","38.89900002","47961.09439","100606.5349","82510.03871","43270.31353","71752.83563","42251.32221","67163.44772","53621.54258","40913.98867","43796.1692","50912.40879","35502.65877","54499.139","155203.0489","55258.72051","35596.34921","53979.11189","131788.7231","112203.4732","133600.1214","77000.13926"
"M146.1168T41.9","146.1168266","41.94199998","6046.998376","5309.687934","6174.241751","6441.285642","5919.608669","5985.520906","8304.32613","8800.396459","4140.96894","6832.563324","3855.00786","6276.555302","12245.75397","7576.938228","4491.455857","4499.036368","9928.213302","8266.338553","8776.112597","15992.6031","7708.735502"
"M339.2733T876.6","339.2732733","876.5860002","2795.798304","2554.057388","3135.858745","2127.249102","2449.277198","2338.611928","2318.006867","5470.140881","2239.220151","3282.589896","2355.500844","2753.989711","1636.440595","1425.443873","1739.283548","2343.322323","4109.337185","4994.677697","3808.63751","3312.48312","2925.428411"
"M279.6844T275.6","279.6843609","275.61700002","1203.484264","549.9097137","945.3647101","635.169833","648.7117228","1846.408566","1319.691418","2381.715398","2485.881685","793.5742897","1179.549012","1301.776208","1769.835904","605.4871435","419.5381174","1145.651127","1068.423099","1768.060691","3135.684868","2137.784204","1157.215423"
"M392.5408T260.2","392.5408459","260.229","1931.577996","1350.778695","462.0815955","1301.119097","1331.507157","951.5087539","1086.729648","149.9943043","901.3999177","1368.013375","891.5737803","1742.182079","695.736879","2592.7819","2010.059095","1405.516041","1474.498551","363.4124848","26.28357043","253.7794508","1041.960199"
"M60.0807T143.9","60.08066393","143.898","193.8605427","266.3380883","167.5871834","173.8120903","224.5389587","143.3220745","214.8190832","192.6840581","99.66755056","179.1146474","79.14978332","125.3968023","99.78497063","326.8143063","46.26144781","89.51990523","209.5576265","1230.902028","246.9766453","184.6660414","1035.38604"
"M205.9862T67.5","205.9861975","67.47400002","704.0756401","599.9123867","1051.18428","457.4845322","439.3276924","703.7846608","589.8146399","1052.695098","718.8964291","980.8635485","487.5990754","622.5899053","627.1962444","429.9892013","979.491762","493.5387544","1058.328356","649.9972004","593.3365539","983.9997806","373.3285868"
"M418.5564T223.5","418.5564356","223.53799998","690.5209401","673.9629445","639.2054843","971.8052352","972.4038155","859.5905008","847.1555525","115.5365797","564.414805","1257.9917","719.1458641","1270.468094","440.8139155","1257.930406","1463.224349","1259.611277","437.3762945","427.0384101","0","388.7137626","777.311443"
"M186.1121T62.4","186.11209","62.40199998","11297.45945","15247.3557","5931.672257","5663.215066","8168.872689","8038.456526","14666.41674","14481.01116","8445.504882","6163.50843","5828.795521","19643.14285","69105.60917","8555.724085","14610.38464","7817.547074","16449.47959","25581.17646","23390.47632","9123.527866","13554.4004"
"M429.6066T160.3","429.6066197","160.30099998","1166.621077","1337.355362","1302.239237","841.5899952","1084.018463","1264.970195","1300.149144","2263.515943","1417.172869","1644.499789","1362.708625","1255.814996","1780.152855","983.2014256","1096.213048","772.7740333","2313.586908","2032.672","792.6979177","2497.673712","1198.450231"
"M416.3375T796.9","416.3375236","796.9249998","7829.003718","55461.17264","10149.2737","48408.25063","19204.9585","27529.71232","29342.19921","62782.55683","16686.10208","20391.1832","32677.17798","25088.28064","33935.89618","47634.1873","5580.769294","18211.70231","26865.50774","29851.73045","20456.22848","9204.63755","52149.93194"
"M136.1564T156.2","136.1564245","156.243","543.8941597","671.5059289","5015.863146","4023.914244","3011.580679","2054.360715","3246.08502","8748.511602","45.76860652","3151.920766","2810.031662","4214.938604","2143.043702","3044.359422","2828.596332","2047.771815","7882.220022","6132.552332","4762.721667","6411.591722","2720.518495"
"M372.7262T170.4","372.7262423","170.445","3321.358899","3554.206595","2758.258897","4485.961167","4349.759156","2734.325252","5143.213152","1575.034742","3669.546541","3696.565199","4039.799992","4745.088072","1915.747891","6145.745181","5242.524157","5736.101701","5006.274697","2163.389727","209.9802946","891.2497271","3323.932978"
