"","mz","rt","NEG_SF.100109.114720","NEG_SF.100109.121711","NEG_SF.100109.124896","NEG_SF.100109.124904","NEG_SF.100109.130034","NEG_SF.100109.169058","NEG_SF.100109.199550","NEG_SF.100109.231142","NEG_SF.100109.244079","NEG_SF.100109.227718","NEG_SF.120831.00062","NEG_SF.100109.255622","NEG_SF.100109.239012","NEG_SF.100109.259700","NEG_SF.100109.142930","NEG_SF.100109.146730","NEG_SF.100109.199546","NEG_SF.100109.225118","NEG_SF.100109.252159","NEG_SF.110121.00073","NEG_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M588.0724T65.4","588.0723868","65.44600002","1408.814211","1832.666901","1510.538473","1736.943984","1849.321829","2307.276835","1931.54667","7169.263718","4754.418851","7585.763469","7527.062505","2920.749249","2181.427125","9252.551954","1800.128285","5446.405849","2760.174951","6869.145865","21751.63736","4397.216555","10050.60787"
"M266.9078T794.9","266.9077965","794.895","2709.225802","2830.828383","3422.178996","1922.120687","2048.02332","2889.888368","2133.865159","2622.338449","2380.424673","4115.976376","2244.646356","2661.718518","2737.641483","2725.501535","3460.716837","2158.571824","4384.407122","4572.752635","5093.126126","5192.596506","3928.202981"
"M324.8568T856.1","324.8568343","856.1029998","275.4489755","243.5466673","309.6621724","183.96427","191.9096661","255.2420969","232.6329691","232.6120169","220.7011413","342.7831765","188.1804198","254.2213161","265.8838548","268.4691989","308.8570775","204.5702653","401.586113","408.5532026","414.7874935","461.1660504","333.2263248"
"M572.2657T277.7","572.2657206","277.65700002","608.6705798","616.5043812","613.5030352","517.6352012","708.4840288","531.4115161","504.6991475","564.9043428","654.4708853","262.294925","627.5816868","481.7929916","327.1190734","466.7076819","426.7603731","446.6194631","367.8018089","317.1691132","163.3856162","281.6238982","259.7142447"
"M274.0058T273.6","274.0058426","273.59899998","229.0348887","330.6045706","251.0710696","293.4670334","251.578077","328.3266871","309.3119218","466.2565246","619.7256431","603.7853824","578.9599501","337.4622248","324.7528988","904.7055252","306.6059955","505.9878776","839.082498","1693.2511","1370.828191","474.6190393","625.8303313"
"M616.3281T354.1","616.3281081","354.081","1600.091991","563.6453567","1645.302127","268.0038907","2233.964814","887.9802578","289.6311261","107.1903113","120.9048618","0","137.4617696","256.1067405","196.6161144","91.42175083","112.5557045","164.334239","66.1353264","40.01847177","60.51195437","36.58651625","74.99036501"
"M201.801T41.9","201.8009508","41.94199998","817.4429226","624.6034719","998.3534275","384.4580958","598.0182209","770.9615718","673.0787606","117.0367601","146.8530948","356.1150653","140.1230553","484.1197314","473.1247514","131.0846929","281.0756183","235.2469363","442.635863","304.026824","62.14348991","403.8656568","164.3448747"
"M269.9699T108.2","269.9698545","108.222","647.7024215","796.0969816","765.1508153","549.420989","647.9407708","791.1855869","801.6101146","802.3245916","725.343131","694.9056008","653.846225","606.7541931","620.6278843","986.6709324","705.2097877","686.5011084","1199.583816","1297.280889","1626.414793","1244.31481","1172.133615"
"M773.3675T421.6","773.3674764","421.55899998","1785.999052","1612.663462","1890.297232","2263.057921","2581.837106","1492.88944","2124.773901","1680.702203","1732.991787","611.0035387","1848.85674","1502.023313","1207.785977","1148.150456","1554.455822","1487.45087","751.4703781","286.564338","184.8888945","675.9511743","641.2178202"
"M957.3992T465.3","957.3992493","465.34999998","6517.882203","3172.1556","5904.346912","3647.012504","6887.920192","4307.489643","4127.747104","1791.261086","3356.058306","500.0423599","2818.286241","4540.889185","3014.81124","1417.574946","2336.928857","2470.272412","752.4901161","408.4864285","297.9582877","2437.716076","1322.077702"
"M538.8276T896","538.827615","896.0089998","3420.240045","3106.993031","4324.825541","1993.696333","2736.246659","3142.963205","3009.712537","2258.353837","2538.502338","4299.471579","2267.3149","3143.394888","3060.253077","3265.155518","4269.886768","2710.519669","5123.417772","5424.21802","5769.097881","7318.449915","4190.619012"
"M336.1669T67.5","336.1668553","67.47400002","483.2047571","318.0070333","453.6992844","312.8782717","351.3976925","619.5870006","488.5423947","145.692064","97.17932204","0","426.9404434","233.8101556","252.2528135","75.91202373","0","45.28619083","109.4671132","0","0","133.5819495","0"
"M321.0398T145.9","321.0398314","145.93900002","204.4926827","179.5519391","145.3433602","249.5612819","174.9048779","222.6140886","393.7323529","747.853326","760.7487912","324.7831987","705.5456661","305.5284546","332.9974032","909.0650841","251.5525321","453.3715839","451.8759114","638.6487549","1484.665266","332.7288051","615.4663433"
"M259.0689T145.9","259.0689409","145.93900002","225.4161662","182.8777063","127.3948692","331.9342224","150.6668702","221.9650581","418.5396289","968.5436054","986.0529163","272.4178025","1130.246651","373.0498608","313.0410599","1109.375819","286.889555","387.2109519","380.1788294","372.4671817","630.0320177","255.4463833","317.6845153"
"M591.2139T197","591.2139307","197.00299998","600.7107722","342.2714484","814.1630649","192.6376339","405.1814331","602.5414018","793.1257242","326.7700271","200.8007792","317.0481803","227.6057237","199.6760136","176.0855332","171.5625825","382.3060313","192.2218258","96.37052883","159.2286375","76.50185174","188.0876462","326.3790399"
"M622.7676T430.7","622.7675544","430.689","446.1221992","663.940197","517.5828968","766.3525117","551.1522184","331.6714997","411.0023255","570.1787957","751.07769","884.2855518","1028.659873","786.9640543","722.711223","1059.358078","693.9185774","1066.484431","1077.057132","1058.760346","676.1770547","1582.841338","623.6595147"
"M330.8415T812.3","330.8415122","812.3119998","9915.459477","9563.233403","12481.34817","6600.647904","7400.917066","9761.747703","7480.028796","9758.669856","8427.560969","14538.9397","7911.542396","8919.43748","9339.994649","9881.87192","12724.99461","7430.505728","15905.96513","16893.87255","18846.68847","18463.58022","13849.82385"
"M436.1704T215.4","436.1703803","215.43400002","164.2687309","205.8444263","446.5510756","407.8405754","197.9499392","288.414463","135.6909051","578.2814241","305.3956235","381.0186973","271.416558","135.9060953","181.0824756","316.3303959","79.17684544","229.2258647","101.341175","92.51005947","105.7251779","129.0574142","120.9047737"
"M434.8707T895","434.8706969","894.9940002","46222.83","43423.04605","55764.2976","30135.00007","35520.03791","44820.34948","38726.61102","38625.48423","37100.86532","60140.54924","32748.18567","41408.48929","43313.80159","44146.06084","54387.9216","36082.41126","67442.81345","73476.62819","78558.01787","86968.32402","57488.77018"
"M396.8644T896","396.8644402","896.0089998","799.157668","779.9552665","934.2827","488.7470837","625.587503","736.0095124","689.8226548","561.1834498","615.6303993","952.6991215","539.9904312","691.7962161","808.3229819","753.5742841","929.0605695","627.2643789","1162.016225","1151.411459","1262.893055","1449.452669","968.6407644"
"M471.2438T439.8","471.2437805","439.818","71.46981442","1122.229858","0","0","49.62333574","90.13844489","49.67146184","177.955335","1505.572622","657.7413383","311.6758934","1490.217488","1634.234645","1965.780061","540.0017189","622.5436689","113.8962776","1303.920892","1679.371681","2315.711556","265.8558864"
"M298.8603T895","298.8603496","894.9940002","808.3180877","821.8445066","1040.492643","576.2720693","674.1071706","770.2250319","714.3689588","648.6276008","694.920977","1096.341173","584.3241221","796.5539956","858.0579828","851.5315557","1039.990135","716.9075658","1154.514139","1289.678486","1412.527005","1714.077428","1071.797766"
"M381.2033T895","381.2033456","894.9940002","1646.310464","1684.664713","2174.792556","1212.385231","1376.705003","1832.077403","1744.324306","1579.371358","1731.294678","2462.337929","1592.892567","2023.486096","1884.196495","2316.687833","2002.798398","1788.892288","2321.123655","3399.075782","3155.351407","3252.407505","2474.012817"
"M865.4431T429.7","865.4430994","429.67399998","2380.253957","1375.61108","1803.826834","2161.686255","3243.930237","2012.000391","1911.487546","1721.043402","3625.538652","142.4183876","2462.514568","2537.242734","1325.857408","1329.681681","840.9601429","1214.017095","509.8961178","304.6345749","108.9843826","328.9051659","333.8337479"
"M366.811T804.2","366.8109948","804.1960002","2276.026534","2044.375904","2962.370778","1449.552295","1626.720869","2067.8683","1475.732529","2154.895124","1749.501008","3288.899371","1682.981815","1976.826665","2141.734449","2245.947805","3201.147925","1591.502226","3641.609717","3869.971179","4680.053412","4264.698441","2893.98642"
"M302.0548T235.7","302.054824","235.722","315.1080039","497.0522321","360.2384042","615.7020476","155.9865867","151.9345928","301.1907601","1108.723028","411.7149346","419.3008686","919.0174455","313.9890779","405.8305354","1627.603808","746.6876888","906.0392951","548.8733897","669.4434599","2568.87029","2947.874726","1919.985851"
"M706.9889T53.1","706.9888517","53.10100002","1135.947666","887.1789234","1748.001367","1134.685971","1166.90338","1149.899169","1590.064132","1065.292345","1394.488609","2454.435732","855.1924296","1431.133645","1288.984415","1800.448616","1798.027232","1597.220971","2546.080616","3330.30581","1801.468998","2776.433955","2174.736306"
"M301.0962T808.3","301.0962452","808.254","847.2761473","757.5519861","925.2293316","564.8808817","704.826966","873.9760349","724.8341656","860.5260293","814.9620065","1212.981684","669.8151851","779.1109303","849.8037311","837.8651297","918.5901967","701.4060935","1222.99456","1360.65681","1466.536137","1506.124977","1117.119497"
"M848.4336T428.7","848.4336272","428.65999998","1616.597505","920.300767","1610.800157","767.1673384","2940.28866","1140.436272","1363.228171","365.8163641","292.7452938","18.26880334","352.294509","646.7555401","522.7658205","87.02406612","916.0426453","530.1255519","38.99040789","0","0","0","127.5301195"
"M326.8239T893","326.8238802","892.9660002","273.2049419","255.1462096","361.6455747","195.5014744","210.7076309","263.9056634","214.3841868","217.6036013","236.8245495","402.0505896","206.2998451","254.1138394","274.8249814","282.6267366","345.7980865","228.5897273","407.2526376","451.4248285","475.5381423","595.5957194","370.7671488"
"M351.21T766.3","351.2100454","766.3189998","360.7451739","412.7586541","579.0321756","291.7863437","326.0746901","567.632285","465.4362979","483.2607572","447.6208547","553.2131053","396.2419902","400.4189648","462.7178496","453.88471","496.0633404","439.5038084","641.3980393","778.0039939","893.1147775","1236.298909","679.0292218"
"M596.2663T237.8","596.2663108","237.75100002","4232.9457","1639.738787","3305.907504","2816.248825","5327.429211","2753.496506","3178.40682","419.2159536","447.2988423","28160.17658","1280.045742","2481.27682","1225.805034","181.6532576","655.950778","984.6490765","218.232989","88.16361918","56.55376143","587.2245257","427.4745462"
"M971.9987T380.6","971.998717","380.62699998","756.6499699","450.4183084","438.0590863","1347.565087","1047.271127","766.9690881","1226.308433","567.3362551","628.723916","130.074921","784.1588899","506.4143146","387.6052552","406.1984152","270.564974","439.617858","454.8382065","296.6847854","240.7314063","187.4735662","167.3966644"
"M87.0081T43","87.00811854","42.957","674.2756702","795.9147269","834.7619885","657.3775695","592.9447512","846.2986841","790.770715","1924.960882","1223.760998","1576.594768","1132.996399","765.8221619","802.7363929","1103.49216","1116.294256","834.3284787","1033.137589","1273.467146","2158.180762","1462.226924","1495.916724"
"M261.961T197","261.9609802","197.00299998","643.9656865","729.1415","879.19042","484.9660393","494.7185112","627.4635003","646.5131248","676.0120417","652.1997168","801.3396674","617.8028832","647.045317","733.3080443","853.9897848","742.0743863","633.0300433","961.6314897","1068.919318","1183.469771","1395.1368","1007.232272"
"M328.7527T861.3","328.7527265","861.3469998","1148.354715","841.2751118","1353.207929","633.4465727","777.0412578","930.8318894","587.9204888","958.9994276","768.4218178","1348.132406","684.766917","986.8828936","995.3964758","902.6687761","1658.685888","693.8437437","1668.425941","1895.577402","2291.686542","2102.783471","1386.492625"
"M971.5876T372.5","971.5875596","372.51199998","11397.89081","5142.857136","6027.79487","6653.786377","25867.40784","5352.485656","4222.980401","211.5330782","328.9528399","0","777.4233675","723.5355192","1307.801236","126.3211025","1027.429159","1263.497257","601.6087007","0","39.80962451","139.0248085","150.958523"
"M224.972T110.3","224.9719538","110.25100002","532.1378928","558.0821336","576.7924813","450.3460699","529.807969","657.5863456","583.7163015","606.951748","517.6453503","553.6186946","499.0900411","479.1226937","522.8190926","751.9775091","597.6092903","480.6059476","972.0546019","967.0133636","1150.406247","1007.805607","803.1490842"
"M250.8841T894","250.884129","893.9800002","662.3251275","692.9656608","819.3797551","446.6493978","549.9708076","640.8829854","601.833114","504.4971263","561.1422584","860.4731868","500.7986251","645.0254285","650.3789731","707.1012562","833.7889898","548.600992","1061.496284","1019.070236","1130.893514","1369.97786","837.7326256"
"M138.869T809.3","138.8689546","809.2690002","2121.323868","1767.674608","2862.053976","1117.204769","1413.278309","1727.288816","1061.546531","2214.18635","1636.424745","2981.233916","1693.776174","1984.001429","2028.963576","2208.562424","3573.620431","1298.539349","3585.843778","3958.258063","5315.360161","4371.277047","2960.393392"
"M214.9669T81.7","214.9668868","81.67600002","188.0951991","218.2878904","156.9659778","120.6120214","132.2629465","195.3597584","170.4815853","214.7045607","209.2604099","335.7438189","184.2516092","166.8928001","239.9715551","221.3819096","256.7411479","162.8080129","259.7305255","305.5786587","304.4599147","382.2113582","278.8555292"
"M652.2905T374.5","652.2905236","374.541","1020.716339","703.3778253","1889.262119","504.4431829","1182.630631","1026.869966","618.3681079","278.4228355","168.1900926","592.2433539","322.0361214","451.3403161","195.6990079","69.67183085","495.0850381","375.8845693","39.04650077","50.1053847","32.14736329","0","73.30530959"
"M310.8082T799","310.8082387","798.9520002","2461.367524","2379.810528","3309.557432","1678.614526","1788.681724","2488.736876","1718.347348","2552.595291","2184.316296","4154.846413","2216.049489","2448.458275","2481.984451","2899.541558","3685.220556","1832.881866","4582.209848","4665.881911","5839.380814","5012.663031","3357.796488"
"M863.9265T602.1","863.9265055","602.1400002","343.799537","720.189797","673.2684902","706.5180318","618.0079702","799.6505475","1210.719255","467.5569914","4178.132876","2192.347029","1480.935359","935.1132619","904.5748531","3039.576726","1798.721887","1596.403795","2872.045033","3216.516601","2378.390377","1263.52827","2531.19276"
