"","mz","rt","neg_Exp1-K1_2-C,1_01_7421.d","neg_Exp1-K2_2-C,3_01_7423.d","neg_Exp1-K3_2-C,5_01_7425.d","neg_Exp1-K4_2-C,7_01_7427.d","neg_Exp1-K5_2-D,1_01_7429.d","neg_Exp2-K1_2-E,1_01_7432.d","neg_Exp2-K2_2-E,3_01_7434.d","neg_Exp2-K2_2-E,3_01_7438.d","neg_Exp2-K3_2-E,5_01_7436.d","neg_Exp2-K3_2-E,5_01_7440.d","neg_Exp1-P1_2-C,2_01_7422.d","neg_Exp1-P2_2-C,4_01_7424.d","neg_Exp1-P3_2-C,6_01_7426.d","neg_Exp1-P4_2-C,8_01_7428.d","neg_Exp1-P5_2-D,2_01_7430.d","neg_Exp2-P1_2-E,2_01_7433.d","neg_Exp2-P2_2-E,4_01_7435.d","neg_Exp2-P3_2-E,6_01_7437.d","neg_Exp2-P4_2-E,7_01_7439.d","neg_Exp2-P5_2-E,8_01_7441.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M668.1212T391.9","668.1212","391.91292","9429.923","5543.565","6217.774","6723.624","2285.879","4722.929","3852.303","3551.99","2108.317","1943.831","3567.005","1502.71","2156.539","3972.698","3382.307","2758.503","3445.1049","1290.935","2320.279","1478.429"
"M668.1144T327.8","668.11437","327.84526","4053.733","3465.62","3129.561","3245.761","1270.302","3022.252","3734.244","3419.331","2774.443","2635.763","3980.857","3697.427","3858.21","2962.084","3651.333","3618.112","3492.159","3568.199","3258.998","3199.864"
"M668.1266T247.4","668.12661","247.3804","906.1583","1864.867","1457.57","1270.968","697.1394","908.9578","886.7233","1285.367","277.0791","340.1554","2501.357","2442.855","2224.163","1031.254","1568.792","1623.434","1631.4542","2529.622","2214.227","2286.894"
"M669.1923T345.9","669.19229","345.86263","6291.687","2665.031","3075.869","4180.041","534.2754","2105.323","4389.672","4114.056","1253.853","1165.583","7493.072","2846.48","2168.1","9877.222","8036.339","3315.756","3620.5326","6496.589","11294.59","17952.79"
"M669.2075T181.9","669.20751","181.85714","1199.356","519.9655","505.6807","433.0866","163.7792","410.4308","633.555","606.7502","350.6136","277.7951","2350.175","1847.175","3177.112","3417.48","3013.09","1138.27","906.984","1006.371","1417.989","1307.464"
"M669.7002T26.2","669.70024","26.18864","1726.745","2525.247","1773.013","2381.857","795.397","1019.846","1460.482","1423.266","1602.738","1785.845","277.4126","234.0985","192.4301","203.3862","244.1027","417.2103","376.4651","489.794","338.8093","71.36921"
"M670.1935T345.9","670.19346","345.87522","2829.885","1273.536","944.765","1341.935","255.153","869.5941","1542.649","1546.57","336.1976","559.8346","3118.608","1235.443","653.1306","2946.884","3349.089","1388.477","1385.6186","2457.819","4394.204","6474.26"
"M671.135T257.4","671.135","257.41278","2359.595","2608.188","2513.36","2587.572","1850.314","1646.894","1978.952","2063.055","1575.698","1419.337","1812.412","1779.78","1682.658","1859.879","1700.998","1632.105","1128.0507","1331.078","918.6593","1066.417"
"M671.2738T290.4","671.2738","290.44218","178.0783","44.7024","74.04144","82.33569","23.67992","60.70064","74.69056","47.0094","45.35328","50.04643","3843.778","4741.688","27466.9","1676.404","9683.575","129.0722","629.2768","961.219","695.6261","2096.676"
"M672.1169T181.2","672.11689","181.23305","1213.867","1549.596","1552.642","1499.253","1040.624","1424.618","2101.735","1888.102","1551.962","1538.394","184.4144","253.1113","240.4391","223.1383","214.7611","632.4408","528.3274","370.2009","356.8297","381.2395"
"M672.2196T482.2","672.21959","482.16631","2102.361","1077.474","1792.27","4024.108","541.905","598.3492","758.7216","395.2307","196.739","225.4325","3850.585","1345.925","1521.942","4438.172","2702.244","1678.813","1619.7124","1456.489","1042.321","1278.114"
"M674.1289T327.8","674.12885","327.84096","3932.396","3794.328","2891.622","2894.606","1965.531","2985.22","3546.241","3738.82","3058.899","3237.496","3242.893","3495.317","3254.395","2956.031","3213.92","3687.173","3446.9472","3631.786","3245.135","3079.744"
"M674.2078T296.6","674.20775","296.61411","671.6297","958.8061","654.4642","388.3104","192.7408","219.8728","616.4136","480.7268","107.7528","133.6705","2394.645","1723.409","421.1684","620.061","498.9534","557.6736","539.2188","937.4685","1231.018","1019.058"
"M675.2397T431.9","675.23974","431.90185","6202.169","5826.928","5422.21","4379.084","1800.626","4830.835","4369.868","4557.364","2325.216","2868.5","4122.362","2208.403","2608.364","1436.077","2661.69","2051.718","3043.4454","2073.703","2640.741","2633.922"
"M676.205T284.5","676.20501","284.54399","19841.13","14237.9","13234.59","15427.79","7281.229","11610.58","14350.8","14431.21","6249.974","7320.971","10113.39","5440.644","7527.736","6546.798","6408.869","11310.86","8114.9716","9285.986","8649.818","8012.337"
"M676.2042T301.4","676.2042","301.36811","35007.99","21139.7","17918.9","22424.87","8171.1","17418.66","20263.74","19557.46","7544.318","7809.587","11565.09","5389.76","6627.6","6579.109","4745.201","11728.65","7648.2386","8559.857","7226.646","6224.087"
"M676.3043T681.6","676.3043","681.58924","587.7648","744.1399","195.0557","292","220.3963","164.3803","513.92","510.4791","173.7163","175.3834","2421.358","1013.81","1189.951","1259.006","875","671.5251","499.9606","711.9584","1447.824","2040.402"
"M677.1317T247.9","677.13166","247.91923","3954.599","5370.707","4018.894","2912.19","1852.457","2596.211","3259.1","3292.707","652.2086","606.8608","6173.853","7395.45","5479.095","3422.428","4978.834","4293.669","6068.0652","7149.069","6364.782","7360.159"
"M677.1323T272.2","677.13226","272.20146","3796.771","3331.132","1244.934","1628.035","915.6163","1427.799","2030.463","2017.623","649.0264","529.5836","5770.691","5160.936","3300.099","1556.196","3216.981","4073.163","4255.4039","4762.24","5075.2","7608.118"
"M677.1339T221.3","677.13392","221.33318","6038.09","5349.767","4254.642","3102.449","2930.59","3643.033","4617.172","4676.308","3420.003","3513.756","542.3686","750.3545","821.7333","2198.859","717.7388","359.4802","314.511","1727.958","235.3804","414.5292"
"M677.1629T57.4","677.16286","57.36898","1636.118","1367.57","1080.706","1259.107","365.516","1108.269","1076.586","1412.862","712.1161","874.3568","169.7431","152.0685","134.3955","100.712","127.3907","181.7101","104.3699","176.7484","116.3871","64.04184"
"M677.1945T282.9","677.19448","282.93691","7710.579","3016.411","2916.474","3275.735","1398.556","4464.564","3220.644","5958.88","1415.873","1409.897","3141.85","2121.314","980.4106","1290.591","2144.047","2110.621","1898.5443","3056.11","3987.854","3798.899"
"M677.2058T200.9","677.20584","200.91558","1997.372","1305.737","908.3995","1216.389","704.4141","2069.813","4006.261","3816.05","1305.141","1302.548","437.634","288.8651","359.2468","326.4475","398.5176","730.6711","418.6209","431.6299","237.1287","308.1771"
"M678.1345T221.1","678.13448","221.05417","1571.688","794.3494","883.7064","1070.708","926.1899","993.681","1180.911","1498.46","1233.909","1100.484","397.3176","350.4935","317.5015","636.3371","244.4848","234.4154","180.7462","541.2473","268.8125","251.4213"
"M679.1884T197.3","679.18839","197.32369","449.1572","316.3871","249.0423","419.2598","76.6866","370.1628","407.5126","533.8535","201.7009","237.7712","4846.583","2937.625","3182.464","1479.185","2277.37","1301.584","2313.1837","2006.927","1678.983","1236.025"
"M680.1411T307","680.14113","307.00761","2763.478","2675.957","2160.765","2573.132","1390.223","2194.24","2289.448","2165.343","1823.517","2221.036","2834.825","2478.423","2272.469","2474.038","1931.218","2173.694","2328.3557","2127.326","2340.623","2294.271"
"M681.107T238.4","681.10702","238.42806","1843.811","1341.67","1891.105","1439.68","742.4909","1341.958","1065.883","1385.485","773.3401","745.596","259.7186","319.0399","221.787","821.6901","416.9","725.9136","652.0384","973.6114","1426.87","792.099"
"M681.204T200.5","681.20403","200.52504","1575.835","685.6219","541.4619","1145.14","284.7663","460.8797","991.2295","689.7075","307.0798","425.5124","4197.904","1653.06","3067.843","3668.488","3787.31","2431.935","2250.7915","2323.93","2078.42","1445.216"
"M681.2382T216.8","681.23818","216.7845","988.089","605.0756","261.1044","799.8035","165.0206","684.0692","509.6753","529.2804","561.8913","698.1463","3248.136","2103.267","2061.589","2877.524","1458.417","1250.333","445.4892","1334.385","958.4429","753.2835"
"M682.0206T293.9","682.0206","293.89906","1062.6","940.1175","741.9789","1488.058","236.856","916.1126","664.2052","961.297","899.0967","674.8492","1249.795","1306.498","797.6978","1235.816","954.5179","2016.806","1217.5357","1077.71","1190.604","898.0571"
"M682.2043T200.8","682.20426","200.81943","625.8336","341.1194","369.1291","601.2104","101.0354","310.4419","471.4135","406.1786","180.3964","149.746","1453.016","680.0269","1242.368","1468.07","1510.969","689.5746","735.9436","860.7986","675.9031","535.2216"
"M683.12T265.8","683.12004","265.7767","2065.032","2462.386","2504.088","2320.386","2515.068","2522.958","2777.962","2469.49","2478.239","2675.142","1589.594","2235.45","1767.602","2347.569","2267.501","2215.308","2264.465","2190.982","2108.261","1949.85"
"M683.2544T221.2","683.25437","221.18163","5678.981","4419.139","3065.065","3034.213","1630.501","3373.594","3968.424","4154.201","2379.38","2536.855","26608.85","18920.38","18114.5","19314.91","14532.48","9949.308","9236.9237","16451.54","9588.739","11342.96"
"M683.2547T180.5","683.25466","180.48457","6373.678","2467.656","2209.236","3192.452","576.0053","1788.626","2818.805","2642.413","1354.01","1436.78","68283.57","49422.07","58422.47","48685.58","50152.93","27079.38","33439.0458","38215.77","33863.94","34952.31"
"M684.2592T180.5","684.25923","180.48457","2376.432","872.6125","768.3961","1165.632","196.1568","547.5742","835.2386","904.7312","302.7486","511.0139","23526.37","17203.35","20524.73","17304.06","17522.18","9653.193","12172.5337","13116.87","11998.28","12062.6"
"M684.2575T221.2","684.25751","221.20831","2129.91","1366.534","1128.924","1078.625","597.671","1214.83","1419.497","1493.177","1083.81","834.1192","9187.042","6154.277","6926.869","6359.112","5236.013","3815.668","3186.1174","5816.471","3364.121","3837.457"
"M685.1527T299.5","685.15268","299.52466","1417.314","982.2806","995.1214","614.3684","237.7142","806.7711","408.051","962.7733","750.8168","704.0487","1236.687","1817.283","2110.526","1550.109","1631.353","985.8682","1286.7269","1509.38","1063.923","1229.021"
"M685.2606T180.5","685.26064","180.52293","533.1647","234.4825","227.4373","282.0464","103.4057","194.7056","175.0659","298.2001","120.3935","166.7647","6559.706","4834.227","5547.66","4774.098","4711.066","2399.084","3441.847","3349.054","2968.743","3531.076"
"M685.2586T220.9","685.25855","220.92039","724.9855","595.2618","420.336","639.7946","266.2128","448.2509","604.5992","351.4036","332.813","457.5894","1622.277","1617.766","1602.106","1663.284","1289.106","657.8968","744.2126","1159.474","886.481","787.7965"
"M685.4797T1004.8","685.47966","1004.75838","12192.37","9219.703","76221.39","29365.93","218514.4","99963.67","70417.11","78621","87182.41","37496.71","7588.78","25150.45","88155.16","148011","148202.1","94987.41","89537.9718","90608.95","85148.39","73605.42"
"M687.1032T257.6","687.10325","257.60313","1769.113","2120.628","1881.499","2166.814","1883.961","1180.492","1726.45","1203.059","1398.066","1472.483","1123.895","1264.049","1036.789","1365.224","1289.72","1198.65","900.4886","1076.641","837.2643","879.0683"
"M688.1173T248.7","688.11731","248.74742","4993.829","3116.506","3336.439","5090.638","763.8767","2638.318","2920.459","2972.78","2217.333","2240.61","1852.095","1087.33","1642.128","2197.584","1589.636","1374.983","1395.6733","1397.327","1005.169","508.8992"
"M688.2793T308.2","688.27925","308.16575","66.01716","121.3976","27.67635","131.0694","63.3555","102.3968","79.04898","48.3459","20.33679","62.03286","25498.25","18463.2","34844.23","593.3677","24858.77","4490.923","12887.424","10731.22","13070.98","18329.14"
"M689.1178T248.4","689.11781","248.418","1812.741","1279.296","1324.328","1923.628","487","930.4104","1334.334","844.0379","529.317","770.5614","997.6325","822.58","943.6601","516.3414","755","905.119","751.2253","756.409","545.7151","471.569"
"M689.1072T331.9","689.1072","331.8646","1422.65","951.4496","945.0888","984.6765","341.6832","979.0059","1064.601","930.372","519.8745","701.2454","287.4339","217.8163","647.861","388.8027","388.5206","251.0314","411.3848","258.8445","404.5245","435.2012"
"M689.2815T308.2","689.28154","308.16575","50.3434","77.0385","59.0177","61.6975","66.68667","31.0217","46.36577","36.3406","55.6778","43.0215","9208.208","6504.41","11545.77","256.1536","7587.615","1308.131","4631.2825","4057.324","4159.91","6328.542"
"M690.2211T280.6","690.2211","280.55079","923.0215","1167.495","785.7849","1185.415","571.354","770.3242","767.2684","952.2139","893.3125","763.6942","1297.023","1007.412","840.0361","577.84","901.6119","933.9094","733.59","716.5084","1163.422","695.0049"
"M690.2858T308.1","690.28585","308.12548","56.34858","42.68725","52.68649","71.70882","34.33899","75.71118","66.72","66.68471","23.00622","37.35529","2353.855","1858.317","3341.766","148.7699","2536.828","462.2718","1391.9459","855.9845","1199.266","2005.335"
"M691.1173T264.7","691.11732","264.70875","2741.413","1942.219","1916.017","1630.132","1028.591","1524.638","1795.887","1805.395","1129.734","595.2083","3931.298","2739.852","2853.971","2169.027","2925.653","2127.128","2430.1836","2371.659","2607.658","1046.332"
"M691.1487T298.4","691.14874","298.36051","1741.392","1593.461","1278.842","1049.745","589.8591","914.8916","1215.742","1035.044","721.3719","757.6522","1176.274","2811.202","1975.59","1843.109","1993.128","1325.059","231.3102","596.9292","2138.344","2349.45"
"M691.1465T269.7","691.14649","269.69168","22157.33","19232.52","13632.56","15395.16","8691.894","13204.47","15255.47","15871.17","10865.8","11669.93","22163.1","22221.77","16808.68","14347.76","16057.28","17893.01","19303.834","24247.13","18247.23","21469.78"
"M692.1096T293.9","692.10961","293.86852","661.0366","620.8653","495.3366","463.0926","147.4335","232.769","337.1483","376.8776","226.1266","270.1188","1889.51","1145.378","1768.411","1816.017","1169.47","844.1688","849.012","914.4022","726.5875","672.6859"
"M692.1504T269.7","692.15035","269.70709","7023.791","6507.483","4423.499","5068.467","2912.122","4186.551","5244.363","5294.138","3942.971","4028.749","6589.453","7278.993","5875.923","4624.988","5325.661","5681.655","6407.7125","8027.804","5749.453","7267.541"
"M693.1495T269.7","693.14952","269.7369","2205.898","2040.007","1439.905","1215.31","608.747","996.6687","1122.26","1470.619","955.5817","1189.032","2295.989","2201.927","1445.11","1245.288","1281.923","1767.3","1287.9287","2300.199","1535.48","1434.844"
"M693.2539T290.3","693.2539","290.29206","446.89","351.2322","179.4768","194.6876","102.3692","167.1086","183.0957","260.052","190.038","177.1416","3384.038","4949.236","23272.24","2199.346","9687.484","320.827","696.098","1300.32","966.315","2526.019"
"M695.2189T213.4","695.21887","213.36155","3210.951","1952.114","2240.896","2576.04","850.4533","1958.247","1906.429","1719.688","797.5991","680.272","16514.35","13418.75","20199.2","15113.16","10981.95","8163.839","8765.4905","10126.41","8576.476","6030.548"
"M696.0379T337","696.03793","337.03769","2970.747","3308.862","3128.982","2969.079","2188.522","3263.889","3236.678","3316.446","3112.516","3368.779","1977.709","2394.204","2059.636","2206.923","2175.383","2664.592","2684.7889","2423.835","2781.861","2767.727"
"M696.1046T306.9","696.10462","306.91214","3185.068","3336.616","3039.337","3319.982","2512.438","3163.32","3270.731","3283.308","3032.849","2867.1","2790.155","2700.207","2342.813","2869.365","2632.057","2570.952","2691.4354","2811.317","2935.992","2334.476"
"M697.1196T71.4","697.11955","71.36216","3371.26","2629.329","2921.38","2961.114","1612.085","5860.212","6453.317","6503.653","5664.866","5531.013","497.2299","389.825","427.512","359.7723","400.2075","2613.021","2301.679","1168.677","1831.077","845.9627"
"M697.2354T183.5","697.23539","183.48155","2499.961","855.8776","806.0475","1033.902","159.7944","413.1588","951.7831","619.643","651.0807","805.5164","38642.31","22752.14","31507.34","30838.79","23072.81","8740.237","11884.5581","16226.21","10672.64","9535.013"
"M698.0988T243.2","698.09877","243.15645","18420.21","12516.75","12592.78","14743.69","3689.975","9768.431","11743.63","11138.05","8680.216","8434.144","38213.63","25734.96","32068.1","25638.25","28626.87","19831.03","19057.3746","16188.62","17876.34","16894.43"
"M698.1718T281.5","698.17175","281.52919","19169.5","13352.67","10404.65","12696.06","6009.337","9766.96","12207.77","12249.59","8453.086","9013.838","8015.224","5423.216","6128.8","3947.321","4830.287","6955.776","6558.3114","6777.829","5898.281","4437.885"
"M698.1713T305.2","698.1713","305.24768","7534.084","6566.646","5031.013","5304.454","2930.684","3844.691","5468.949","5357.875","4216.634","4078.121","3309.685","2053.456","2458.147","2389.861","1889.661","2794.637","2493.2919","2031.116","2337.889","1963.914"
"M698.2362T183.5","698.23623","183.52556","888.0081","405.2473","309.8557","349.4242","104.0733","408.1331","520.6017","511.312","320.9232","310.4052","14210.53","8148.088","10963.87","11195.96","8748.829","3155.188","4498.7464","6018.312","4042.701","3434.432"
"M699.1023T243.8","699.10226","243.75597","5729.726","3516.424","4097.048","4591.669","1137.561","3081.508","3649.482","3418.981","2572.165","1640.012","11419.47","7823.977","9671.674","8041.275","8772.133","4834.021","5730.0959","5162.562","5357.867","5244.097"
