"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M654.5166T837.8","654.51662","837.78","237.6861536","5117.356075","4660.868819","36899.85821","306.4025712","2183.103386","6542.695856","244.020705","415.155688","989.9452775","471.2957429","24327.51554","255.8930164","98142.85834","241.4274303","6422.098445","118159.3031","15518.3869","20988.36826","11504.51017","1335.620289","1052.505174","2920.909606","1098.472927","1047.370265","8332.561624","20244.3634","3235.279869","10210.8686","2596.004915","1226.70455","17634.11239","2821.441251","900.9744657","33371.673","78894.40557","247.7818805","55635.26383","1837.103137","42949.06071","3418.44657","1690.881096","404.8017361","888.751147","1183.894169","273.7494165","256.4656367","244.2753668","248.6020192","257.6042274","258.1990682","252.3476505","249.1849998","248.1410351","250.6253462","484.6886545","248.1969332","244.7555802","260.4984517"
"M454.093T254.3","454.09303","254.34","119.1265902","1734.190496","689.4856366","341.6540657","121.3815374","118.1011001","471.1389441","118.4777426","159.7050644","633.1024642","147.3663083","1170.417475","117.7523569","117.9709348","119.7581113","122.3544543","151.2188749","120.9465754","149.8783792","120.5219591","116.2142895","121.9377905","117.4477818","123.0630158","416.8462241","117.9386187","115.7344516","118.7352678","120.8464391","120.5837692","123.7733175","701.6113099","173.9322467","119.5220797","118.3807983","215.2108902","1067.02685","118.2073791","6676.861584","115.7200871","170.0676422","121.0477661","117890.4187","276.6933581","1233.016169","128.3114085","219.0771961","126.2025766","161.693181","124.2658814","49320.62363","670.6993533","5581.166742","4357.968556","711.3295","38376.44606","130.3171038","3217.26268","126.2825987"
"M499.2958T277.1","499.29582","277.14","822.1878192","647.1528075","1008.210346","966.1309294","436.5853861","180.437693","277.3401677","1359.781153","440.9679546","282.4293901","176.0842702","2389.857906","1677.22702","4347.726443","95.45554588","577.2342292","1100.837088","595.3888033","699.2626418","628.4261493","1683.096943","104.6401285","319.3653157","1222.436439","6109.585733","1468.475119","2488.737591","399.0594691","4801.240309","5545.702135","864.6595848","658.2524641","36712.74033","101.0620662","95.05448408","4677.340503","253.0614353","534.4401741","811.7904949","5430.015486","10227.07925","122.2749935","1148.904235","30549.89233","117481.6127","683.8065923","2363.856001","1269.624682","760.041106","697.6813539","190.7373345","512.416265","1249.674046","78377.79688","100.0856382","1232.893478","565.4649786","10518.31941","99.99478801"
"M388.1088T286.3","388.10881","286.32","96.47025936","95.13491186","96.22370969","94.25930734","98.51495165","96.83658677","117446.7157","98.75845834","97.13572793","97.18018623","94.60532401","96.21824274","95.58160589","92.36225603","96.84988861","98.64275204","94.44875967","95.74843037","97.37434762","96.52484517","96.51735345","101.3484902","92.43062893","96.86177848","96.4881515","99.45301404","94.50361341","96.63903971","98.40803284","96.94438701","96.37214751","93.93055488","97.39154032","96.26224132","95.50830929","94.3664485","98.11870916","96.99119583","96.80675132","92.85475996","97.32527773","97.42695879","100.4706378","138.4138559","101.9396733","176.8004186","101.4154966","105.8161364","103.755202","101.582382","250.406267","101.1523612","103.5538336","148.3964701","99.27426511","115.1729175","101.1050304","100.8606923","104.3188036"
"M456.3599T665.7","456.35991","665.7","157.4764797","107.0260777","107.9514176","128.9224939","109.5941573","188.5470506","109.9849262","109.3947551","106.9571697","108.3226076","108.1023393","108.6087134","107.117475","106.7174016","135.487398","296.6572348","109.2659444","109.5635489","127.7487399","111.3922534","143.6443306","117327.7797","235.6174935","862.2284639","108.7232155","1145.859813","147.0925974","205.1567394","307.9470456","111.3766004","110.1949843","123.7371926","113.8769091","109.2855378","111.789691","112.7039251","109.6143478","111.2155556","107.8024226","134.2694465","109.0196267","405.5006928","1047.173689","822.497765","1977.237456","878.9715241","3051.658604","812.5839034","114.873848","2547.38866","1196.908801","568.7734334","1812.250855","1725.236946","115.7206356","1041.439818","789.6018394","1005.455912","1447.050311"
"M370.3439T868.6","370.34391","868.62","5580.355355","55882.67815","1579.43778","191.022964","1225.845517","352.2304955","421.3264915","449.4853547","403.7621506","3454.682448","190.8385304","191.7782324","3764.940692","194.500264","190.8508378","3723.519466","185.7946944","37753.9347","93481.19572","12668.14784","12567.97112","36945.71723","330.6286335","1068.82615","635.6734002","300.1567657","198.7940895","53038.53317","117294.0726","1082.065316","278.9142098","28119.3499","45669.93619","508.7457241","192.2923289","191.9785412","18178.85763","194.3171364","269.6207794","196.4052152","2634.112326","48213.553","314.0164014","195.4177917","393.6460219","194.5236859","736.5229669","298.65088","279.2446833","552.8372965","207.5625833","277.7134225","422.7122841","206.6471981","202.5331214","200.4155869","399.3614694","352.0512377","199.106391"
"M466.2926T498.7","466.29259","498.72","813.1193332","7406.49526","6164.628881","8805.508326","5764.857606","4520.728681","5568.503976","2545.425045","1890.181243","12378.00573","986.7048855","24609.45192","9080.059908","2319.277414","4029.331091","1736.983324","12772.33545","9963.911964","2790.317682","1734.927009","1111.321933","5660.202212","3734.367369","4129.791937","8556.509387","2197.406609","3196.058797","1550.936272","2547.163276","738.1414127","993.0581497","827.3560961","21858.05942","141.9149456","1540.176448","829.5241832","1764.193372","2129.397198","12520.58069","17113.62192","3256.973828","2914.70581","56063.27944","14824.31357","1170.461689","50503.70906","9026.613081","5905.828664","1803.153652","3062.157525","21539.00457","10691.77354","2644.175193","30097.72225","668.1668964","117068.4069","101490.808","20853.76831","1410.090843"
"M191.0584T231.3","191.05836","231.3","29357.81542","53440.15302","28237.67253","16746.9782","7718.497715","4810.806976","31249.69049","21608.41388","5490.488513","18076.24708","3204.781042","591.1855131","29250.00535","7630.809906","13062.70914","20387.44299","2966.482248","8300.647004","7293.429786","35475.20159","35325.18085","116876.2967","23981.1445","4109.299366","2064.514567","7115.076461","996.5790155","99948.84527","48366.05629","6728.524087","23910.72797","890.1900997","4049.801801","9459.259861","28260.42033","7399.126308","8383.846707","7831.597561","70512.24563","1010.307592","86711.11677","9134.366543","1672.503416","12626.3291","10000.52446","36419.47481","8722.411198","84406.81031","9936.047508","25120.46495","3037.149451","12673.62448","24411.76608","1813.811068","374.0607359","3696.322217","11783.46495","3648.936781","234.2560324"
"M286.2505T576.2","286.25047","576.24","2221.489116","9941.64054","116729.252","26821.91641","3882.21113","13823.5445","68708.8411","2157.875691","5591.679891","17709.52667","67710.38768","312.4417917","4546.139883","70192.64826","15765.3051","4100.359524","36166.26358","25454.91475","3473.912214","1536.063088","10159.09975","14015.70028","37807.95784","2885.144212","17623.44632","9146.240706","4670.276679","4386.567144","2660.182101","2307.320556","9200.073453","20591.70827","16990.28827","6602.619356","48773.91203","66661.22037","1669.680312","192.6894162","7859.850884","50798.27156","9910.757655","20118.91852","124.8621069","2301.773204","100.4456958","5116.328311","378.4988339","364.8583531","549.4341097","97.82755709","588.200434","104.4892851","206.401102","1031.417811","85.92501756","482.2645392","835.038279","3492.799223","137.5671052"
"M558.4635T873.7","558.46351","873.66","59967.44392","84187.00187","15209.24377","30460.89918","33741.44866","10742.34502","8574.898703","12915.44954","38509.85828","27279.73739","5491.873539","46837.84619","18059.46179","84922.18476","45238.91294","26395.4678","5445.955024","485.6531756","56031.76901","17045.89737","8522.649879","83215.26032","16741.54904","64821.10429","65721.95772","44220.10356","10740.85406","213.0182928","10399.02604","8077.446497","13132.94276","54137.67458","18188.29914","2347.964172","949.4434918","116717.7672","14425.68794","50518.86594","22727.42487","11068.84122","2888.43445","22036.62046","6997.311146","712.3404012","134.7192567","656.0956822","2220.125285","4321.938612","299.0864366","608.0280836","51297.96005","4525.127167","36356.35768","11786.1743","6973.279927","1152.30285","18601.27993","591.0359652","3796.05259"
"M476.3497T507.2","476.34973","507.24","16157.11","17223.28534","5702.987749","7081.91564","19317.20714","4279.551872","7018.593888","16633.69869","4858.814772","14817.77273","5288.9146","8527.488878","17705.87523","11171.45729","62006.07444","1081.034427","21201.83702","34877.15555","17192.48216","13895.45716","11751.61463","11174.46788","7208.588555","26493.22355","13851.78239","12750.56463","3837.381881","15487.52424","17832.45728","4230.128908","10496.87912","13367.42049","10250.2428","30712.85198","9860.379133","13176.10751","5891.599574","16386.0886","25892.01952","18225.00282","31020.80048","7499.489876","44513.71373","116373.0393","5284.172436","48400.93384","104985.114","46272.02856","56733.85848","102634.1641","61659.84513","100932.9916","82049.85981","34772.11425","10080.94039","17894.84329","100697.2854","43347.94809","80656.95322"
"M352.0246T250.9","352.0246","250.92","90.57934701","93.37633494","89.60178617","88.20119312","91.12343997","90.53216593","91.90087802","89.92266244","91.00470175","91.6559884","89.45195697","89.91233106","90.45896656","91.98010706","89.5608783","94.93529204","91.70027242","91.56386174","89.93083354","89.43623977","88.7697042","91.9578777","89.97979921","89.70957881","90.3899301","92.73571321","89.63604849","90.07603114","91.48663151","89.29803492","91.85775767","7604.267102","91.84590715","92.55752692","92.85854388","91.13365833","91.65614522","89.3507205","145.174274","90.4417266","91.37454369","88.73426072","115707.2948","101.6184317","596.4657217","99.36177453","97.87519965","98.22210511","98.13773322","95.77718166","108124.0332","96.44503479","511.2047905","98.82570866","371.8390439","18656.21214","145.7709077","186.4025465","98.68658729"
"M494.0217T368.2","494.02167","368.22","91.44625754","90.56332389","90.47857906","538.404337","92.30948771","90.28991243","89.97532847","56980.60906","607.2122244","2674.82287","37088.98366","90.52582249","90.45685541","1958.308833","91.68922787","41319.25147","88.48904506","90.47414096","91.33402654","91.75105104","21723.57259","59138.12598","89.89875099","91.79280063","91.44056202","92.19708717","2343.222197","1767.493131","91.59982793","51354.77574","92.85667413","89.24899477","92.20780086","91.14209898","115690.4129","2316.315079","22394.19012","89.03253778","92.44032227","87.55487584","91.37600272","11695.208","95.59255134","96.89557904","114.6704484","97.17624159","112.627644","97.30701971","97.103401","96.20733437","98.2056032","94.85829809","98.58090007","159.4070558","96.25530908","97.8111059","94.73863818","100.9553248","96.27871293"
"M496.2854T444.9","496.28542","444.9","907.5262561","8831.291409","4811.523726","5396.12762","2209.532512","800.2781481","21006.18442","1312.328844","123.6239208","5121.032322","4646.125514","1495.726938","1591.020892","1936.176612","6006.652311","123.3163909","2230.463576","3103.477433","8477.028867","1236.295286","9436.978074","862.7192662","2652.174966","1323.518285","1715.56771","7077.218263","120.9909448","856.2914782","8048.228164","2742.596436","1490.466157","440.1756782","4672.24565","13457.15887","1650.460145","248.4645715","840.338164","3879.26458","2712.803481","3704.948448","322.9197653","8165.034984","21698.09024","58309.2382","1389.723703","115582.009","30427.30254","25138.88054","62097.19239","66668.27743","62772.55215","3297.915675","70201.95476","30407.26371","18956.81445","32733.31327","62668.71759","51916.90017","8563.039971"
"M612.5315T1000.5","612.53151","1000.5","153.9089637","150.0045192","151.5838103","155.3730968","151.4648183","150.2928041","152.0877859","151.463829","149.4176634","147.2005597","152.459638","149.8721175","151.2907033","224.4202703","147.9157321","148.452867","154.7408231","148.0601267","148.2630673","149.1005168","150.369079","152.306184","149.0143668","149.7595153","149.3056077","148.9557901","153.1954592","159.0558085","153.9116471","150.5467972","156.9997456","151.5171207","153.0771299","151.0755673","157.6347551","153.1278732","153.074523","151.7967139","154.4090836","152.0988081","152.8162887","154.0096311","16954.63235","43719.64421","24867.04185","72548.17503","32465.05962","37933.94631","115544.6634","58224.43881","47863.53134","36587.92571","79280.73825","34012.44722","8893.911313","17659.85114","19492.07089","3043.963527","101797.2384"
"M354.1462T370.9","354.14616","370.92","95.41088921","125.8456323","92.88649842","93.91348288","94.51215425","95.43689234","92.19738868","92.84603998","115376.0374","93.02153862","91.5653108","94.13733175","92.84748558","92.68232224","94.54647129","118.1209245","91.79719882","94.1595999","96.15898487","7478.93575","93.49293647","8312.124462","92.57478075","93.87127378","95.50383148","96.01371285","93.33488854","92.63774143","95.95405665","94.57820328","95.38071302","93.52435713","97.62678319","95.43599476","93.80012815","92.89458072","92.45673135","93.05044651","1287.986257","93.97121208","93.62447532","95.76983565","96.13744797","101.3157563","257.4986335","99.84726762","120.6195811","100.1738739","111.4887898","101.6402548","101.8770095","101.0927794","98.72142994","144.0484894","101.8813296","100.3700332","98.73429185","102.5186268","103.1849692"
"M230.1054T223.1","230.10545","223.08","12528.92772","4954.982427","6033.271625","3307.010717","20270.57872","11582.57997","1049.369825","23512.39441","6964.423457","13635.65932","2195.565447","787.4969112","709.7363363","776.1021934","12457.72264","23374.70763","7626.659457","115284.4709","3896.709751","48555.84132","25886.50377","3145.392296","3773.16058","12771.65533","8110.71363","18627.66164","15848.29725","2780.73095","1935.43989","8204.029381","77013.6938","29240.21083","11669.86253","10416.81739","3298.70202","926.0647941","4257.100513","17609.13147","2885.339954","1265.25645","27769.31987","35373.55711","764.938707","3046.106884","6552.016932","10789.1639","6533.277625","5462.82035","1796.292545","44903.04371","49921.04554","5332.672768","4721.056356","421.6478812","3579.744593","2223.048509","1695.380617","21778.61205","5675.905207"
